instance_no,L2_value,drop_value,loss
672,1.66E-06,0.200189025,0.628908804
673,3.29E-06,0.341335971,0.642817071
674,1.10E-05,0.410434141,0.629443869
675,2.30E-06,0.033017573,0.63426604
676,1.78E-06,0.426164385,0.637057677
677,0.00019567,0.085474392,0.634733874
678,7.37E-05,0.282279184,0.636264026
679,1.35E-06,0.002649566,0.626783368
680,1.09E-05,0.203929639,0.632415158
681,0.000168779,0.24631158,0.637499714
682,0.000649545,0.389936812,0.637028778
683,1.85E-06,0.418352818,0.637326801
684,6.32E-05,0.443120487,0.634550539
685,2.93E-05,0.316691933,0.632441384
686,1.54E-06,0.357396413,0.630006942
687,3.63E-05,0.466126856,0.62832149
688,1.41E-05,0.28530499,0.637260595
689,2.62E-05,0.284084995,0.639615554
690,9.52E-06,0.353921871,0.633944032
691,1.44E-05,0.308543265,0.636167845
692,6.87E-05,0.146492837,0.632543442
693,1.96E-05,0.334939687,0.634344932
694,4.02E-05,0.02920609,0.636526859
695,0.000102532,0.199396399,0.63598738
696,2.38E-05,0.46489082,0.64471021
697,6.87E-06,0.141856605,0.630218887
698,6.76E-06,0.414407041,0.639952427
699,4.91E-06,0.275125385,0.635695446
700,1.86E-05,0.364580607,0.632693461
701,0.000207218,0.474522043,0.636160496
702,2.53E-05,0.332817146,0.632485712
703,0.000200164,0.410777397,0.634489506
704,7.93E-05,0.375225823,0.636239162
705,2.28E-06,0.059048492,0.629244742
706,5.66E-05,0.376160109,0.637151968
707,6.64E-06,0.135609378,0.640118214
708,6.37E-06,0.001647456,0.633935764
709,3.85E-06,0.427960801,0.631175467
710,3.47E-05,0.294162669,0.630710727
711,0.000135531,0.142785753,0.635559404
712,4.98E-05,0.469068849,0.630430916
713,2.43E-05,0.314008708,0.635132742
714,1.35E-06,0.498220543,0.637110063
715,1.14E-06,0.351120869,0.632596943
716,2.35E-05,0.462619869,0.629881713
717,9.06E-05,0.442180316,0.638195518
718,8.98E-06,0.380075293,0.633196634
719,7.76E-06,0.103059683,0.634429201
720,2.07E-06,0.349245104,0.635228181
721,4.20E-05,0.205739714,0.629587123
722,6.43E-05,0.121823317,0.633692256
723,1.54E-05,0.190321144,0.630001983
724,5.05E-05,0.301147776,0.63440811
725,1.02E-05,0.02231434,0.642524904
726,1.03E-05,0.403206794,0.640164897
727,2.10E-06,0.110658465,0.635803983
728,2.94E-06,0.367693019,0.637374568
729,1.53E-05,0.390810791,0.636017925
730,6.80E-05,0.335633467,0.633266997
731,5.70E-05,0.159092466,0.63591142
732,0.000106838,0.342268633,0.636318377
733,0.000116246,0.409092666,0.635331589
734,0.000102744,0.212533083,0.638910964
735,7.75E-06,0.085406073,0.635846552
736,4.36E-06,0.45091244,0.632518026
737,0.000442224,0.434586571,0.633953199
738,1.60E-05,0.288327663,0.634323514
739,3.72E-05,0.019884227,0.6426101
740,1.49E-06,0.056780779,0.634749496
741,1.02E-05,0.229682577,0.635687193
742,8.66E-05,0.027532282,0.637874597
743,4.69E-06,0.392397439,0.63723352
744,5.52E-06,0.134481069,0.639275885
745,0.000101377,0.126855358,0.619165382
746,0.000197047,0.124960039,0.632904485
747,2.22E-05,0.208375141,0.635339192
748,3.33E-05,0.440747538,0.634326342
749,2.15E-06,0.400326109,0.629485366
750,1.36E-05,0.461909832,0.63375724
751,6.73E-05,0.214278131,0.630329862
752,7.97E-05,0.08699031,0.632377523
753,7.93E-05,0.243768447,0.637672284
